Gene,Diverse_LOF,Nfe_43k_LOF,Nfe_440k_LOF,All_LOF,afr_LOF,asj_LOF,eas_LOF,sas_LOF,nfe_20k_LOF,possible_lof,mu_mis,mu_syn,mu_lof,total_var,LOF_FDR_Diverse43k,LOF_FDR_NFE43k,LOF_FDR_NFE440k,LOF_FDR_FullDataset,LOF_FDR_AFR,LOF_FDR_ASJ,LOF_FDR_EAS,LOF_FDR_SAS,LOF_FDR_NFE20k
MFSD4B,26,15,57,68,14,1,7,6,11,NA,NA,NA,NA,497,NA,NA,NA,NA,NA,NA,NA,NA,NA
MFSD5,5,5,26,29,1,0,1,1,2,167,1.76E-05,6.67E-06,9.91E-07,572,0.104030004,0.104030004,0.54095602,0.603374023,0.020806001,0,0.020806001,0.020806001,0.041612002
MFSD6,14,9,39,47,3,1,2,3,5,320,2.47E-05,1.03E-05,1.17E-06,666,0.300733528,0.193328696,0.837757684,1.009605414,0.064442899,0.021480966,0.042961933,0.064442899,0.107404831
MFSD6L,24,16,42,52,9,1,3,7,11,162,1.90E-05,9.67E-06,1.21E-06,715,0.388602202,0.259068135,0.680053854,0.841971439,0.145725826,0.016191758,0.048575275,0.113342309,0.178109343
MFSD8,20,18,59,67,1,0,5,5,9,331,1.38E-05,4.85E-06,1.54E-06,496,0.256774852,0.231097367,0.757485814,0.860195754,0.012838743,0,0.064193713,0.064193713,0.115548683
MFSD9,26,21,60,67,8,0,1,11,14,169,1.59E-05,7.10E-06,6.87E-07,657,0.62924306,0.508234779,1.45209937,1.621510963,0.193613249,0,0.024201656,0.266218218,0.338823186
MGA,5,7,30,32,0,2,0,0,3,1480,7.92E-05,2.74E-05,6.90E-06,2727,0.014418269,0.020185577,0.086509615,0.092276923,0,0.005767308,0,0,0.008650962
MGAM,92,62,228,267,30,4,7,21,41,1203,5.58E-05,2.06E-05,5.18E-06,2849,0.244171336,0.164550248,0.605120267,0.708627681,0.079621088,0.010616145,0.018578254,0.055734761,0.108815487
MGAM2,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
MGARP,11,7,29,31,1,0,2,4,6,67,6.57E-06,2.93E-06,2.00E-07,247,0.98612707,0.627535408,2.599789548,2.779085379,0.089647915,0,0.179295831,0.358591662,0.537887493
MGAT1,5,2,16,19,0,1,0,2,2,127,2.22E-05,1.06E-05,6.71E-07,552,0.205877146,0.082350858,0.658806866,0.782333153,0,0.041175429,0,0.082350858,0.082350858
MGAT2,6,7,34,36,2,0,0,1,3,164,1.15E-05,5.11E-06,7.15E-07,466,0.145418036,0.169654375,0.824035535,0.872508213,0.048472679,0,0,0.024236339,0.072709018
MGAT3,3,1,24,25,0,0,1,0,2,144,2.84E-05,1.56E-05,7.75E-07,583,0.134849209,0.044949736,1.078793672,1.123743408,0,0,0.044949736,0,0.089899473
MGAT4A,11,8,44,49,3,0,1,3,4,403,1.36E-05,4.85E-06,1.70E-06,454,0.141087047,0.102608761,0.564348188,0.628478663,0.038478286,0,0.012826095,0.038478286,0.051304381
MGAT4B,25,21,66,74,9,1,1,8,12,328,2.44E-05,1.16E-05,1.48E-06,763,0.38763879,0.325616584,1.023366406,1.147410819,0.139549964,0.015505552,0.015505552,0.124044413,0.186066619
MGAT4C,8,7,30,32,2,1,0,1,4,242,1.24E-05,3.72E-06,9.48E-07,394,0.17410355,0.152340606,0.652888311,0.696414199,0.043525887,0.021762944,0,0.021762944,0.087051775
MGAT5,4,1,32,33,1,0,0,1,2,475,2.16E-05,8.73E-06,2.36E-06,596,0.045000406,0.011250101,0.360003245,0.371253347,0.011250101,0,0,0.011250101,0.022500203
MGAT5B,14,10,72,76,1,1,1,3,10,418,3.53E-05,1.66E-05,1.89E-06,946,0.194965942,0.139261387,1.00268199,1.058386545,0.013926139,0.013926139,0.013926139,0.041778416,0.139261387
MGEA5,3,3,22,22,0,0,0,1,2,576,2.37E-05,8.25E-06,2.29E-06,656,0.032896925,0.032896925,0.241244114,0.241244114,0,0,0,0.010965642,0.021931283
MGLL,2,4,12,14,0,0,0,2,0,160,1.19E-05,5.79E-06,5.66E-07,372,0.080027118,0.160054236,0.480162708,0.560189826,0,0,0,0.080027118,0
MGME1,15,12,47,53,4,0,1,4,6,193,8.12E-06,3.06E-06,7.55E-07,340,0.334216921,0.267373537,1.047213019,1.180899788,0.089124512,0,0.022281128,0.089124512,0.133686768
MGMT,12,12,25,29,5,1,1,2,7,104,8.65E-06,4.90E-06,3.81E-07,335,0.602537887,0.602537887,1.255287265,1.456133227,0.251057453,0.050211491,0.050211491,0.100422981,0.351480434
MGP,7,7,10,14,3,0,1,0,3,88,4.42E-06,1.67E-06,4.09E-07,151,0.353392993,0.353392993,0.504847133,0.706785987,0.15145414,0,0.050484713,0,0.15145414
MGRN1,12,6,42,47,5,0,0,1,7,350,2.47E-05,1.39E-05,1.60E-06,918,0.153119749,0.076559874,0.535919121,0.599719017,0.063799895,0,0,0.012759979,0.089319854
MGST1,5,1,11,13,1,0,1,1,2,63,4.38E-06,1.47E-06,2.65E-07,166,0.324844647,0.064968929,0.714658224,0.844596082,0.064968929,0,0.064968929,0.064968929,0.129937859
MGST2,6,4,14,17,2,1,1,3,3,100,4.43E-06,1.55E-06,3.51E-07,157,0.327720447,0.218480298,0.764681044,0.928541267,0.109240149,0.054620075,0.054620075,0.163860224,0.163860224
MGST3,5,7,21,23,2,0,0,0,3,94,5.10E-06,1.60E-06,7.95E-07,162,0.146451411,0.205031975,0.615095925,0.67367649,0.058580564,0,0,0,0.087870846
MIA,14,2,13,22,4,0,2,6,4,69,5.09E-06,1.54E-06,8.17E-07,132,0.488648485,0.069806926,0.453745022,0.767876191,0.139613853,0,0.069806926,0.209420779,0.139613853
MIA3,32,30,130,143,8,0,1,8,16,1144,5.00E-05,1.84E-05,4.13E-06,1814,0.1476508,0.138422625,0.599831375,0.659814513,0.0369127,0,0.004614088,0.0369127,0.0738254
MIB1,75,78,389,407,15,3,5,22,43,615,2.85E-05,9.49E-06,3.50E-06,1183,0.369471904,0.384250781,1.916327611,2.005000868,0.073894381,0.014778876,0.02463146,0.108378425,0.211830559
MIB2,43,31,126,140,16,3,4,19,18,476,4.94E-05,2.51E-05,2.37E-06,1845,0.349440569,0.251922271,1.023942133,1.137713481,0.130024398,0.024379575,0.032506099,0.154403972,0.146277448
MICA,25,16,38,43,12,7,6,10,18,166,8.86E-06,3.37E-06,6.42E-07,377,0.627751223,0.401760783,0.954181859,1.079732104,0.301320587,0.175770342,0.150660294,0.251100489,0.451980881
MICAL1,45,30,108,130,16,1,5,15,17,604,4.07E-05,1.51E-05,3.41E-06,1244,0.29941029,0.19960686,0.718584696,0.86496306,0.106456992,0.006653562,0.03326781,0.09980343,0.113110554
MICAL2,55,35,135,161,14,3,5,19,26,670,4.09E-05,1.68E-05,2.90E-06,2082,0.259869065,0.165371223,0.637860433,0.760707628,0.066148489,0.014174676,0.02362446,0.08977295,0.122847195
MICAL3,30,21,109,125,8,1,1,9,11,1069,7.77E-05,3.52E-05,4.89E-06,2604,0.129750141,0.090825099,0.471425512,0.540625587,0.034600038,0.004325005,0.004325005,0.038925042,0.047575052
MICALL1,17,13,58,68,4,0,2,5,6,431,3.11E-05,1.38E-05,1.52E-06,986,0.243167238,0.185951417,0.829629401,0.972668953,0.057215821,0,0.02860791,0.071519776,0.085823731
MICALL2,41,38,112,130,11,1,4,14,17,428,3.56E-05,1.74E-05,1.78E-06,1544,0.377364031,0.349752029,1.030848085,1.196520098,0.101244008,0.009204001,0.036816003,0.128856011,0.156468013
MICB,16,8,33,40,7,1,3,4,8,166,1.16E-05,4.76E-06,6.25E-07,416,0.485515848,0.242757924,1.001376437,1.213789621,0.212413184,0.030344741,0.091034222,0.121378962,0.242757924
MICU1,31,20,60,74,8,1,4,10,16,280,1.30E-05,4.02E-06,1.45E-06,536,0.36045775,0.232553387,0.697660161,0.860447532,0.093021355,0.011627669,0.046510677,0.116276693,0.18604271
MICU2,33,19,67,85,17,0,3,7,11,310,1.09E-05,3.72E-06,1.40E-06,524,0.355414151,0.20463239,0.721598429,0.915460693,0.183092139,0,0.032310377,0.075390881,0.118471384
MICU3,24,20,68,76,10,1,1,6,12,362,1.25E-05,3.83E-06,1.21E-06,693,0.243697233,0.203081027,0.690475493,0.771707903,0.101540514,0.010154051,0.010154051,0.060924308,0.121848616
MID1,2,3,11,12,1,0,0,0,1,336,2.52E-05,1.07E-05,1.60E-06,460,0.047679586,0.071519378,0.262237721,0.286077514,0.023839793,0,0,0,0.023839793
MID1IP1,0,0,3,3,0,0,0,0,0,44,4.77E-06,2.17E-06,1.69E-07,126,0,0,0.458324488,0.458324488,0,0,0,0,0
MID2,5,2,21,24,4,0,0,0,1,372,2.28E-05,8.10E-06,2.00E-06,424,0.09291303,0.037165212,0.390234726,0.445982544,0.074330424,0,0,0,0.018582606
MIDN,5,4,23,25,3,0,0,1,1,156,2.14E-05,1.03E-05,8.14E-07,838,0.109523543,0.087618834,0.503808298,0.547617715,0.065714126,0,0,0.021904709,0.021904709
MIEF1,6,4,34,37,1,0,0,3,3,170,1.89E-05,7.35E-06,9.82E-07,495,0.155969867,0.103979912,0.883829248,0.961814182,0.025994978,0,0,0.077984934,0.077984934
MIEF2,16,10,37,41,6,0,2,4,11,128,2.01E-05,9.63E-06,6.29E-07,599,0.587848842,0.367405526,1.359400446,1.506362656,0.220443316,0,0.073481105,0.14696221,0.404146079
MIEN1,8,6,15,20,4,0,1,1,3,72,3.19E-06,1.33E-06,3.66E-07,182,0.285149123,0.213861842,0.534654606,0.712872808,0.142574562,0,0.03564364,0.03564364,0.106930921
MIER1,7,9,37,41,3,0,0,3,1,403,1.41E-05,4.45E-06,2.08E-06,491,0.070579538,0.090745121,0.373063274,0.413394439,0.030248374,0,0,0.030248374,0.010082791
MIER2,9,8,32,35,1,0,1,5,5,328,2.36E-05,1.18E-05,1.52E-06,702,0.145242705,0.129104627,0.516418508,0.564832743,0.016138078,0,0.016138078,0.080690392,0.080690392
MIER3,1,0,17,17,0,0,1,0,0,360,1.46E-05,5.79E-06,1.46E-06,386,0.018634843,0,0.31679233,0.31679233,0,0,0.018634843,0,0
MIF,6,6,21,23,2,0,0,2,4,44,2.96E-06,1.47E-06,1.76E-07,164,0.446485243,0.446485243,1.562698349,1.711526763,0.148828414,0,0,0.148828414,0.297656828
MIF4GD,26,16,42,53,7,1,3,10,13,148,9.71E-06,3.65E-06,6.80E-07,364,0.694530067,0.427403118,1.121933185,1.415772828,0.186988864,0.026712695,0.080138085,0.267126949,0.347265033
MIGA1,20,14,62,67,4,1,4,5,11,NA,NA,NA,NA,566,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIGA2,18,15,50,58,9,1,1,6,8,NA,NA,NA,NA,728,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIIP,30,11,44,63,9,2,5,9,8,208,1.62E-05,6.45E-06,1.22E-06,477,0.579768458,0.212581768,0.850327072,1.217513763,0.173930538,0.038651231,0.096628076,0.173930538,0.154604922
MILR1,4,3,7,8,1,1,1,1,2,75,2.33E-06,8.98E-07,2.30E-07,79,0.365578642,0.274183981,0.639762623,0.731157284,0.09139466,0.09139466,0.09139466,0.09139466,0.182789321
MINDY1,21,18,66,78,11,0,1,3,9,NA,NA,NA,NA,569,NA,NA,NA,NA,NA,NA,NA,NA,NA
MINDY2,11,8,55,61,2,0,3,2,4,NA,NA,NA,NA,755,NA,NA,NA,NA,NA,NA,NA,NA,NA
MINDY3,9,6,31,35,1,0,1,3,4,NA,NA,NA,NA,428,NA,NA,NA,NA,NA,NA,NA,NA,NA
MINDY4,30,25,78,93,6,1,3,14,12,NA,NA,NA,NA,852,NA,NA,NA,NA,NA,NA,NA,NA,NA
MINK1,21,14,75,85,5,0,1,8,11,815,5.25E-05,2.14E-05,4.74E-06,1496,0.111231613,0.074154409,0.39725576,0.450223195,0.026483717,0,0.005296743,0.042373948,0.058264178
MINOS1,0,2,6,6,0,0,0,0,0,66,1.87E-06,7.69E-07,2.15E-07,87,0,0.148464048,0.445392145,0.445392145,0,0,0,0,0
MINOS1-NBL1,2,3,6,6,1,1,1,1,2,66,5.84E-06,3.19E-06,2.48E-07,40,0.859156544,1.288734817,2.577469633,2.577469633,0.429578272,0.429578272,0.429578272,0.429578272,0.859156544
MINPP1,8,8,35,39,1,0,1,4,2,229,1.25E-05,5.43E-06,1.13E-06,556,0.11566196,0.11566196,0.506021073,0.563852053,0.014457745,0,0.014457745,0.05783098,0.02891549
MIOS,9,11,55,60,0,0,0,6,3,515,2.40E-05,8.64E-06,2.75E-06,853,0.066257945,0.080981932,0.404909661,0.44171963,0,0,0,0.044171963,0.022085982
MIOX,12,11,44,48,3,1,1,5,3,185,1.17E-05,5.50E-06,9.19E-07,397,0.281256753,0.25781869,1.031274761,1.125027012,0.070314188,0.023438063,0.023438063,0.117190314,0.070314188
MIP,8,5,14,18,2,0,0,2,4,93,8.94E-06,4.22E-06,6.03E-07,239,0.358328935,0.223955584,0.627075636,0.806240103,0.089582234,0,0,0.089582234,0.179164467
MIPEP,31,20,70,79,8,1,4,8,15,470,2.05E-05,7.18E-06,1.97E-06,801,0.280055242,0.180680801,0.632382804,0.713689165,0.07227232,0.00903404,0.03613616,0.07227232,0.135510601
MIPOL1,16,9,39,45,6,2,2,4,7,336,1.09E-05,3.58E-06,1.36E-06,425,0.216219824,0.121623651,0.52703582,0.608118254,0.081082434,0.027027478,0.027027478,0.054054956,0.094596173
MIR3936HG,1,1,1,1,0,0,0,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIS12,7,3,7,11,2,0,1,2,3,79,5.72E-06,2.36E-06,2.49E-07,165,0.65374112,0.280174766,0.65374112,1.027307474,0.186783177,0,0.093391589,0.186783177,0.280174766
MIS18A,7,3,23,26,1,0,0,2,4,137,6.17E-06,2.67E-06,4.47E-07,247,0.277512208,0.118933803,0.911825826,1.030759629,0.039644601,0,0,0.079289202,0.158578405
MIS18BP1,21,27,105,113,7,2,1,4,10,702,2.60E-05,8.97E-06,2.30E-06,1033,0.15761649,0.202649773,0.78808245,0.848126827,0.05253883,0.015011094,0.007505547,0.030022189,0.075055471
MISP,10,11,54,56,3,1,0,1,7,226,3.02E-05,1.34E-05,1.01E-06,1042,0.193363511,0.212699862,1.04416296,1.082835662,0.058009053,0.019336351,0,0.019336351,0.135354458
MITD1,9,7,20,23,3,1,0,3,3,188,6.13E-06,2.28E-06,8.15E-07,227,0.221432892,0.172225583,0.492073094,0.565884058,0.073810964,0.024603655,0,0.073810964,0.073810964
MITF,8,7,32,33,0,0,0,3,6,289,1.87E-05,7.72E-06,1.91E-06,579,0.099071062,0.086687179,0.396284248,0.408668131,0,0,0,0.037151648,0.074303296
MIXL1,6,9,25,26,0,0,0,1,5,61,5.16E-06,2.34E-06,2.02E-07,321,0.327758974,0.491638461,1.365662392,1.420288888,0,0,0,0.054626496,0.273132478
MKI67,40,39,188,201,13,1,6,5,21,1447,9.02E-05,3.55E-05,5.32E-06,3413,0.134823549,0.131452961,0.633670682,0.677488335,0.043817654,0.003370589,0.020223532,0.016852944,0.070782363
MKKS,18,6,49,60,2,0,4,5,7,267,1.38E-05,5.37E-06,8.32E-07,583,0.347271006,0.115757002,0.945348851,1.157570021,0.038585667,0,0.077171335,0.096464168,0.135049836
MKL1,14,13,46,52,4,3,1,2,7,393,3.13E-05,1.65E-05,1.91E-06,1226,0.138550839,0.12865435,0.45523847,0.514617401,0.039585954,0.029689465,0.009896488,0.019792977,0.069275419
MKL2,13,8,44,47,3,2,1,2,9,527,3.16E-05,1.38E-05,2.38E-06,1132,0.108682868,0.066881765,0.367849707,0.392930369,0.025080662,0.016720441,0.008360221,0.016720441,0.075241986
MKLN1,1,1,18,18,0,0,0,0,1,534,1.85E-05,6.49E-06,2.25E-06,507,0.011711996,0.011711996,0.210815928,0.210815928,0,0,0,0,0.011711996
MKLN1-AS,0,0,2,2,0,0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
MKNK1,13,10,38,42,1,0,2,2,8,295,1.52E-05,6.60E-06,1.42E-06,425,0.239391109,0.184147007,0.699758627,0.77341743,0.018414701,0,0.036829401,0.036829401,0.147317606
MKNK1-AS1,0,1,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
MKNK2,22,15,88,94,5,1,3,4,9,279,1.68E-05,7.98E-06,1.22E-06,755,0.291842959,0.198983836,1.167371837,1.246965371,0.066327945,0.013265589,0.039796767,0.053062356,0.119390301
MKRN1,5,4,19,22,1,0,0,2,2,301,1.48E-05,5.89E-06,1.30E-06,470,0.086109735,0.068887788,0.327216991,0.378882832,0.017221947,0,0,0.034443894,0.034443894
MKRN2,12,8,39,47,3,0,1,7,2,239,1.44E-05,5.96E-06,1.00E-06,484,0.248513717,0.165675811,0.807669579,0.97334539,0.062128429,0,0.020709476,0.144966335,0.041418953
MKRN2OS,12,12,37,39,3,0,2,7,6,NA,NA,NA,NA,316,NA,NA,NA,NA,NA,NA,NA,NA,NA
MKRN3,8,8,30,34,3,0,0,2,3,145,1.82E-05,7.57E-06,6.10E-07,645,0.245556803,0.245556803,0.92083801,1.043616411,0.092083801,0,0,0.061389201,0.092083801
MKS1,35,17,68,82,11,2,7,4,16,405,2.12E-05,7.99E-06,2.28E-06,666,0.352378111,0.171155083,0.684620331,0.825571575,0.110747406,0.020135892,0.070475622,0.040271784,0.161087137
MKX,1,2,15,16,0,0,0,1,0,192,1.15E-05,5.06E-06,7.76E-07,371,0.028260391,0.056520783,0.42390587,0.452166261,0,0,0,0.028260391,0
MLANA,6,2,17,21,3,0,1,3,1,78,3.38E-06,1.32E-06,3.71E-07,132,0.301139596,0.100379865,0.853228854,1.053988584,0.150569798,0,0.050189933,0.150569798,0.050189933
MLC1,16,6,27,37,10,0,0,3,5,214,1.50E-05,8.20E-06,1.04E-06,422,0.416369663,0.156138624,0.702623807,0.962854846,0.260231039,0,0,0.078069312,0.13011552
MLEC,1,1,8,9,0,0,0,1,0,144,8.27E-06,3.39E-06,5.90E-07,223,0.043911733,0.043911733,0.351293863,0.395205595,0,0,0,0.043911733,0
MLF1,14,7,38,41,7,0,1,3,5,213,7.23E-06,2.14E-06,1.39E-06,275,0.203442966,0.101721483,0.552202337,0.595797259,0.101721483,0,0.01453164,0.043594921,0.072658202
MLF2,2,5,12,13,1,0,0,0,1,142,1.16E-05,2.86E-06,9.84E-07,254,0.059178476,0.147946189,0.355070854,0.384660092,0.029589238,0,0,0,0.029589238
MLH1,8,4,37,40,1,0,1,5,3,503,2.07E-05,7.52E-06,2.03E-06,724,0.079242809,0.039621405,0.366497994,0.396214047,0.009905351,0,0.009905351,0.049526756,0.029716054
MLH3,41,33,136,152,12,0,4,8,23,750,3.88E-05,1.45E-05,2.63E-06,1304,0.314217176,0.252906508,1.042281365,1.164902702,0.091966003,0,0.030655334,0.061310669,0.176268172
MLIP,17,19,81,89,2,0,2,7,7,320,1.14E-05,4.62E-06,1.08E-06,1146,0.112455185,0.125685207,0.535815883,0.58873597,0.013230022,0,0.013230022,0.046305076,0.046305076
MLKL,22,10,52,61,9,0,6,4,9,303,1.53E-05,5.65E-06,1.48E-06,571,0.28150783,0.127958105,0.665382144,0.780544438,0.115162294,0,0.076774863,0.051183242,0.115162294
MLLT1,4,3,15,16,0,0,0,2,3,311,2.25E-05,1.11E-05,9.26E-07,557,0.123125688,0.092344266,0.46172133,0.492502752,0,0,0,0.061562844,0.092344266
MLLT10,11,8,56,59,0,1,0,3,7,698,2.67E-05,9.49E-06,2.92E-06,1086,0.066034012,0.048024736,0.33617315,0.354182426,0,0.006003092,0,0.018009276,0.042021644
MLLT11,0,1,3,3,0,0,0,0,0,27,2.38E-06,1.19E-06,9.46E-08,70,0,0.253775914,0.761327741,0.761327741,0,0,0,0,0
MLLT3,1,0,5,6,0,0,0,1,0,320,1.41E-05,5.40E-06,1.04E-06,527,0.017666213,0,0.088331066,0.105997279,0,0,0,0.017666213,0
MLLT6,7,7,40,44,4,0,0,1,2,510,3.57E-05,1.72E-05,2.03E-06,1177,0.074693521,0.074693521,0.426820121,0.469502133,0.042682012,0,0,0.010670503,0.021341006
MLN,2,2,12,13,0,0,1,0,1,64,3.56E-06,1.51E-06,2.36E-07,130,0.162185585,0.162185585,0.97311351,1.054206302,0,0,0.081092792,0,0.081092792
MLNR,27,11,40,55,10,2,7,5,10,82,1.20E-05,6.54E-06,3.48E-07,557,1.193650915,0.486302224,1.768371725,2.431511122,0.442092931,0.088418586,0.309465052,0.221046466,0.442092931
MLPH,21,17,55,67,6,0,4,7,6,383,2.15E-05,1.01E-05,1.75E-06,683,0.277650828,0.224764956,0.72718074,0.885838356,0.079328808,0,0.052885872,0.092550276,0.079328808
MLST8,9,8,32,38,2,0,1,3,3,173,1.48E-05,7.94E-06,1.11E-06,522,0.173945327,0.154618069,0.618472275,0.734435827,0.038654517,0,0.019327259,0.057981776,0.057981776
MLX,3,6,25,26,1,0,0,1,1,179,8.85E-06,3.38E-06,5.81E-07,321,0.09678565,0.193571299,0.806547081,0.838808964,0.032261883,0,0,0.032261883,0.032261883
MLXIP,16,14,51,56,6,1,2,2,10,427,3.18E-05,1.52E-05,1.53E-06,1099,0.213265803,0.186607578,0.679784747,0.74643031,0.079974676,0.013329113,0.026658225,0.026658225,0.133291127
MLXIPL,16,8,57,64,0,0,2,5,9,381,2.98E-05,1.21E-05,1.61E-06,1040,0.193505932,0.096752966,0.689364882,0.774023727,0,0,0.024188241,0.060470604,0.108847087
MLYCD,12,13,41,48,1,0,2,5,4,200,1.52E-05,7.85E-06,8.35E-07,835,0.190368073,0.206232079,0.65042425,0.761472293,0.015864006,0,0.031728012,0.079320031,0.063456024
MMAA,18,12,43,46,3,0,2,5,11,244,1.16E-05,4.12E-06,1.45E-06,407,0.257632517,0.171755012,0.615455458,0.658394211,0.042938753,0,0.028625835,0.071564588,0.157442094
MMAB,12,9,30,34,1,0,1,3,8,170,9.48E-06,4.90E-06,5.86E-07,256,0.558326913,0.418745185,1.395817283,1.581926254,0.046527243,0,0.046527243,0.139581728,0.372217942
MMACHC,25,10,44,53,9,1,7,7,11,116,1.00E-05,3.49E-06,1.08E-06,384,0.427746503,0.171098601,0.752833845,0.906822586,0.153988741,0.01710986,0.119769021,0.119769021,0.188208461
MMADHC,7,3,26,30,1,0,0,4,2,187,7.13E-06,2.37E-06,1.02E-06,265,0.135347042,0.058005875,0.502717586,0.580058753,0.019335292,0,0,0.077341167,0.038670584
MMD,4,5,21,23,1,0,1,2,0,161,7.22E-06,2.48E-06,6.36E-07,212,0.146848788,0.183560985,0.770956136,0.84438053,0.036712197,0,0.036712197,0.073424394,0
MMD2,8,9,30,34,1,0,2,2,4,148,8.81E-06,4.45E-06,6.63E-07,361,0.219316801,0.246731401,0.822438002,0.932096402,0.0274146,0,0.0548292,0.0548292,0.1096584
MME,33,25,90,104,15,1,2,2,15,580,2.05E-05,7.72E-06,2.85E-06,730,0.244208013,0.185006071,0.666021854,0.769625253,0.111003642,0.007400243,0.014800486,0.014800486,0.111003642
MMEL1,35,27,85,99,5,2,3,12,17,522,3.18E-05,1.44E-05,3.00E-06,916,0.299893858,0.231346691,0.728313656,0.848271199,0.04284198,0.017136792,0.025705188,0.102820751,0.145662731
MMGT1,0,1,2,2,0,0,0,0,0,73,4.57E-06,1.73E-06,4.69E-07,76,0,0.091614311,0.183228622,0.183228622,0,0,0,0,0
MMP1,23,20,40,49,8,2,6,5,13,268,1.34E-05,4.87E-06,1.07E-06,511,0.386041737,0.335688467,0.671376934,0.822436744,0.134275387,0.033568847,0.10070654,0.083922117,0.218197504
MMP10,27,15,48,61,10,2,3,10,12,278,1.20E-05,4.79E-06,1.02E-06,545,0.41246142,0.229145233,0.733264747,0.931857282,0.152763489,0.030552698,0.045829047,0.152763489,0.183316187
MMP11,13,11,37,43,2,0,1,5,6,197,1.94E-05,9.39E-06,1.29E-06,579,0.24571779,0.207915053,0.699350633,0.812758844,0.037802737,0,0.018901368,0.094506842,0.113408211
MMP12,12,10,36,43,1,1,0,7,4,NA,NA,NA,NA,447,NA,NA,NA,NA,NA,NA,NA,NA,NA
MMP13,10,11,47,51,4,0,1,1,4,274,1.41E-05,5.87E-06,1.23E-06,494,0.165924773,0.18251725,0.779846433,0.846216343,0.066369909,0,0.016592477,0.016592477,0.066369909
MMP14,1,4,13,13,1,0,1,0,0,299,2.29E-05,1.07E-05,1.56E-06,565,0.018675852,0.07470341,0.242786081,0.242786081,0.018675852,0,0.018675852,0,0
MMP15,11,6,45,49,2,0,0,4,5,286,3.28E-05,1.43E-05,1.72E-06,907,0.15932571,0.086904933,0.651786996,0.709723618,0.028968311,0,0,0.057936622,0.072420777
MMP16,1,0,10,10,0,0,0,0,1,347,1.85E-05,6.24E-06,1.59E-06,389,0.020283578,0,0.202835783,0.202835783,0,0,0,0,0.020283578
MMP17,28,22,70,82,7,1,4,7,15,236,2.67E-05,1.38E-05,1.01E-06,876,0.599600281,0.471114507,1.499000704,1.755972253,0.14990007,0.021414296,0.085657183,0.14990007,0.321214436
MMP19,24,23,61,67,10,2,6,6,10,257,1.73E-05,6.70E-06,1.56E-06,556,0.338021198,0.323936981,0.859137211,0.943642511,0.140842166,0.028168433,0.084505299,0.084505299,0.140842166
MMP2,8,5,48,52,5,0,0,2,1,364,2.46E-05,1.06E-05,1.68E-06,709,0.11658897,0.072868106,0.699533817,0.757828302,0.072868106,0,0,0.029147242,0.014573621
MMP20,14,10,46,53,2,1,5,2,7,285,1.52E-05,6.19E-06,9.41E-07,582,0.26702707,0.190733621,0.877374659,1.010888194,0.038146724,0.019073362,0.095366811,0.038146724,0.133513535
MMP21,28,16,66,74,4,0,5,4,16,224,1.94E-05,9.02E-06,1.02E-06,707,0.529785371,0.302734498,1.248779802,1.400147051,0.075683624,0,0.09460453,0.075683624,0.302734498
MMP23B,3,2,8,11,1,1,0,1,0,170,3.22E-06,1.38E-06,6.43E-08,134,0.733285858,0.488857238,1.955428954,2.688714811,0.244428619,0.244428619,0,0.244428619,0
MMP24,8,12,51,51,2,2,2,5,6,308,2.29E-05,9.91E-06,1.23E-06,669,0.153773764,0.230660646,0.980307747,0.980307747,0.038443441,0.038443441,0.038443441,0.096108603,0.115330323
MMP25,35,19,63,81,15,0,4,9,12,238,1.99E-05,9.29E-06,1.37E-06,868,0.422439149,0.229324109,0.760390468,0.977644887,0.181045349,0,0.04827876,0.10862721,0.14483628
MMP25-AS1,2,2,4,4,1,0,0,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
MMP26,13,5,20,28,6,0,1,3,4,149,6.81E-06,3.15E-06,5.82E-07,296,0.37771209,0.145273881,0.581095524,0.813533733,0.174328657,0,0.029054776,0.087164329,0.116219105
MMP27,19,14,56,61,7,1,3,1,9,276,1.40E-05,4.84E-06,1.23E-06,597,0.248816514,0.183338484,0.733353935,0.798831965,0.091669242,0.013095606,0.039286818,0.013095606,0.117860454
MMP28,29,7,45,60,9,1,0,11,10,56,5.23E-06,2.07E-06,2.97E-07,661,0.522400766,0.126096737,0.810621878,1.08082917,0.162124376,0.01801382,0,0.198152015,0.180138195
MMP3,30,14,61,72,9,2,3,9,16,275,1.28E-05,5.15E-06,1.12E-06,523,0.466790988,0.217835794,0.949141675,1.12029837,0.140037296,0.031119399,0.046679099,0.140037296,0.248955193
MMP7,14,10,27,35,3,1,1,5,5,156,8.01E-06,3.41E-06,8.22E-07,318,0.315929592,0.225663994,0.609292785,0.78982398,0.067699198,0.022566399,0.022566399,0.112831997,0.112831997
